mean_pr_auc_raw,std_pr_auc_raw,mean_auroc_raw,std_auroc_raw,pr_auc_calibrated,auroc_calibrated,brier_raw,brier_calibrated,brier_baseline,platt_C,threshold_high,threshold_medium,chosen_recall_target,sensitivity_at_high,specificity_at_medium,final_n_estimators,optuna_best_pr_auc,param_sampling_strategy,param_scale_pos_weight,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda
0.04812,0.020517,0.940333,0.006889,0.033572,0.877386,0.003178,0.000972,0.000979,0.1,0.00185,0.001058,0.5,0.5013,0.905205,190,0.2822,0.069283,3.455475,0.018431,96,44,0.641414,0.658418,0.003307,8e-06
