mean_pr_auc_raw,std_pr_auc_raw,mean_auroc_raw,std_auroc_raw,pr_auc_calibrated,auroc_calibrated,brier_raw,brier_calibrated,brier_baseline,platt_C,threshold_high,threshold_medium,chosen_recall_target,sensitivity_at_high,specificity_at_medium,final_n_estimators,optuna_best_pr_auc,param_sampling_strategy,param_scale_pos_weight,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda
0.055071,0.025707,0.936219,0.006353,0.045315,0.925675,0.021697,0.00096,0.000979,1.0,0.010807,0.000357,0.5,0.5013,0.835544,260,0.054347,0.168432,10.433519,0.018801,38,76,0.719782,0.932439,0.004172,1e-06
